Day,Date,Country,Violation_Nature,Attackers,Victim_Occupation,Gender,Total_Victims,Article,Violation_ID,Country_Latitude,Country_Longitude,RSF_Index,RSF_Score,WB_VA,WB_PS,WB_GovE,WB_RQ,WB_RoL,WB_CoC
Friday,2020-07-07,Lebanon,Physical assault/Injuries ,Unknown Party ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-07-2020/8682,1103,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2020-07-07,Jordan,Deleted Scenes ,Jordanian Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/06-07-2020/8686,1104,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2020-07-07,Palestine,Detention ,Hamas ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-07-2020/8689,1106,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2020-07-07,Palestine,Detention ,Hamas ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-07-2020/8689,1106,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2020-07-07,Syria,Detention ,Armed Militias ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-07-2020/8789,1107,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Saturday,2020-07-07,Palestine,Detention ,Hamas ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-07-2020/8689,1106,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2020-07-07,Jordan,Ban on Publication/Distribution/Broadcast ,Private Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-07-2020/8691,1108,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Monday,2020-07-07,Lebanon,Job Obstruction ,Lebanese Army ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/07-07-2020/8690,1099,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2020-07-07,Syria,Detention ,Armed Militias ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-07-2020/8789,1107,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2020-07-07,Lebanon,Job Obstruction ,Lebanese Army ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/07-07-2020/8690,1099,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-07-07,Lebanon,Job Obstruction ,Lebanese Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/07-07-2020/8690,1099,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-07-07,Palestine,Job Obstruction ,Hamas ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/07-07-2020/8689,1106,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2020-08-08,Lebanon,Defamation and Hate Speech ,Citizens ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/17-08-2020/8795,1109,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2020-08-08,Syria,Ban on Publication/Distribution/Broadcast ,Hayat Tahrir Al-Sham (HTS) ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/24-08-2020/8848,1110,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2020-08-08,Palestine,Other,Unknown ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-08-2020/8837,1111,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2020-08-08,Syria,Arrest ,Hayat Tahrir Al-Sham (HTS) ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-08-2020/8799,1112,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2020-08-08,Palestine,"Detention 
Summons ",Hamas ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-08-2020/8802,1113,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2020-08-08,Lebanon,Lawsuit ,Public Official ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/25-08-2020/8808,1114,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-08-08,Lebanon,Lawsuit ,Public Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-08-2020/8808,1114,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-08-08,Lebanon,Lawsuit ,Public Official ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/25-08-2020/8808,1114,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-08-08,Lebanon,Physical assault/Injuries ,Citizens ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-08-2020/8794,1115,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2020-08-08,Syria,Detention ,Opposition Forces ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-08-2020/8846,1116,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Tuesday,2020-08-08,Palestine,Pre-trial Detention ,Palestinian Judiciary ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-08-2020/8811,1117,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2020-08-08,Palestine,Arrest ,Palestinian Security Services ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-08-2020/8809,1118,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2020-08-08,Jordan,Detention ,Jordanian Security Services ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-08-2020/8813,1119,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Tuesday,2020-08-08,Lebanon,Lawsuit ,Public Official ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/26-08-2020/8812,1120,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2020-08-08,Palestine,Arrest ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-08-2020/8835,1121,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2020-08-08,Palestine,Summons ,Israeli Security Services ,Artist,Female,1.0,https://www.skeyesmedia.org/en/News/News/27-08-2020/8833,1122,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2020-08-08,Syria,Detention ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-08-2020/8844,1123,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Saturday,2020-08-08,Syria,Detention ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/16-08-2020/8844,1123,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Tuesday,2020-08-08,Syria,Arrest ,Syrian Army ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-08-2020/8845,1124,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Tuesday,2020-08-08,Syria,Killing ,Unknown Party ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-08-2020/8830,1125,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2020-08-08,Lebanon,Lawsuit ,Public Official ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-08-2020/8808,1114,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2020-08-08,Palestine,Other,Unknown ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/30-08-2020/8837,1111,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2020-08-08,Palestine,Pre-trial Detention ,Palestinian Judiciary ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/31-08-2020/8838,1126,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2020-08-08,Palestine,Interrogation Under Pressure ,Hamas ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-08-2020/8784,1127,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2020-08-08,Lebanon,Physical assault/Injuries ,Public Institution ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-08-2020/8793,1128,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2020-08-08,Lebanon,Job Obstruction ,Lebanese Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/03-08-2020/8754,1129,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-08-08,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-08-2020/8757,1130,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-08-08,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-08-2020/8757,1130,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2020-08-08,Lebanon,Detention ,Lebanese Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-08-2020/8766,1131,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-08-08,Lebanon,Deleted Scenes ,Public Official ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/02-08-2020/8752,1132,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-08-08,Lebanon,"Physical assault/Injuries 
Confiscation of Equipment ",Party Supporters ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/09-08-2020/8770,1133,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-08-08,Lebanon,Threat ,Public Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/09-08-2020/8771,1134,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-08-08,Lebanon,Threat ,Public Official ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/09-08-2020/8771,1134,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-08-08,Lebanon,Physical assault/Injuries ,Lebanese Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/10-08-2020/8776,1135,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2020-08-08,Jordan,Summons ,Jordanian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-08-2020/8777,1136,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Friday,2020-08-08,Lebanon,Detention ,Lebanese Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-08-2020/8766,1131,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2020-09-09,Palestine,Defamation and Hate Speech ,Citizens ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-09-2020/8887,1137,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2020-09-09,Palestine,"Detention 
Building Break-In/Attack Against Building ",Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-09-2020/8888,1138,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2020-09-09,Syria,Arbitrary Dismissal ,Private Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/12-09-2020/8889,1139,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Saturday,2020-09-09,Syria,Job Obstruction ,Public Institution ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/06-09-2020/8890,1140,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Friday,2020-09-09,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-09-2020/8871,1141,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2020-09-09,Lebanon,Arbitrary Dismissal ,Private Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-09-2020/8870,1142,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-09-09,Lebanon,Physical assault/Injuries ,Public Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-09-2020/8867,1143,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-09-09,Lebanon,Physical assault/Injuries ,Party Supporters ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-09-2020/8862,1144,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Sunday,2020-09-09,Lebanon,Summons ,Lebanese Judiciary ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/22-09-2020/8874,1145,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2020-09-09,Palestine,Summons ,Palestinian Security Services ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-09-2020/8897,1146,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2020-09-09,Lebanon,Job Obstruction ,Party Supporters ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-09-2020/8875,1147,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-09-09,Lebanon,Lawsuit ,Public Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-09-2020/8881,1148,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2020-09-09,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-09-2020/8876,1149,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2020-09-09,Lebanon,Lawsuit ,Citizens ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-09-2020/8877,1150,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-09-09,Palestine,Summons ,Palestinian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/01-10-2020/8882,1151,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2020-09-09,Lebanon,Lawsuit ,Public Official ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/29-09-2020/8881,1148,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2020-09-09,Lebanon,Lawsuit ,Citizens ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/26-09-2020/8877,1150,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2020-09-09,Lebanon,Threat ,Unknown Party ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/29-09-2020/8880,1152,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2020-09-09,Jordan,Lawsuit ,Jordanian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-09-2020/8878,1153,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Tuesday,2020-09-09,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-09-2020/8879,1154,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2020-09-09,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-09-2020/8879,1154,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-09-09,Lebanon,Summons ,Lebanese Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/14-09-2020/8860,1155,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2020-09-09,Lebanon,Job Obstruction ,Party Supporters ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-09-2020/8875,1147,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-09-09,Lebanon,Summons ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-09-2020/8860,1155,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2020-09-09,Syria,Arrest ,Syrian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-09-2020/8850,1156,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Wednesday,2020-09-09,Lebanon,Hacking ,Hackers ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/10-09-2020/8854,1157,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2020-09-09,Jordan,Arbitrary Dismissal ,Public Institution ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/01-09-2020/8852,1158,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Saturday,2020-09-09,Syria,Arrest ,Hayat Tahrir Al-Sham (HTS) ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-09-2020/8851,1159,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2020-09-09,Jordan,Summons ,Jordanian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-09-2020/8849,1160,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Sunday,2020-09-09,Jordan,Summons ,Jordanian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-09-2020/8849,1160,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Thursday,2020-09-09,Palestine,Pre-trial Detention ,Palestinian Judiciary ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/06-09-2020/8842,1161,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2020-09-09,Palestine,Summons ,Hamas ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/06-09-2020/8841,1162,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2020-09-09,Lebanon,Physical assault/Injuries ,Citizens ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-09-2020/8839,1163,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2020-09-09,Lebanon,Physical assault/Injuries ,Citizens ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/05-09-2020/8839,1163,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2020-09-09,Lebanon,Summons ,Lebanese Judiciary ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-09-2020/8860,1155,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2020-09-09,Palestine,"Physical assault/Injuries 
Building Break-In/Attack Against Building ",Hamas ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-09-2020/8834,1164,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2020-09-09,Jordan,Arrest ,Jordanian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-09-2020/8832,1165,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Monday,2020-10-10,Palestine,Arbitrary Dismissal ,Palestinian Private Institution ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/12-10-2020/8921,1166,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2020-10-10,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-10-2020/8920,1167,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2020-10-10,Lebanon,Summons ,Lebanese Security Services ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-10-2020/8919,1168,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2020-10-10,Syria,Arrest ,Hayat Tahrir Al-Sham (HTS) ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-10-2020/8914,1169,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2020-10-10,Syria,Arrest ,Hayat Tahrir Al-Sham (HTS) ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/06-10-2020/8915,1170,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2020-10-10,Syria,Arrest ,Hayat Tahrir Al-Sham (HTS) ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/06-10-2020/8915,1170,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Wednesday,2020-10-10,Lebanon,Physical assault/Injuries ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/22-10-2020/8925,1171,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-10-10,Lebanon,Summons ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-10-2020/8913,1172,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-10-10,Lebanon,Arrest ,Lebanese Army ,Unspecified,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-10-2020/8918,1173,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2020-10-10,Palestine,Travel/Entry Ban ,Israeli Public Institution ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-10-2020/8926,1174,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2020-10-10,Palestine,Ban on Publication/Distribution/Broadcast ,Israeli Public Institution ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/27-10-2020/8935,1175,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2020-10-10,Lebanon,Job Obstruction ,Party Supporters ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/28-10-2020/8928,1176,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2020-10-10,Syria,Killing ,Unknown Party ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-10-2020/8933,1177,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Saturday,2020-10-10,Syria,Arrest ,Hayat Tahrir Al-Sham (HTS) ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/24-10-2020/8934,1178,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2020-10-10,Lebanon,Summons ,Lebanese Judiciary ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/15-10-2020/8910,1179,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2020-10-10,Palestine,Detention ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/01-11-2020/8936,1180,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2020-10-10,Palestine,Summons ,Palestinian Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/04-11-2020/8943,1182,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2020-10-10,Palestine,Pre-trial Detention ,Israeli Judiciary ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-10-2020/8944,1183,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
