Day,Date,Country,Violation_Nature,Attackers,Victim_Occupation,Gender,Total_Victims,Article,Violation_ID,Country_Latitude,Country_Longitude,RSF_Index,RSF_Score,WB_VA,WB_PS,WB_GovE,WB_RQ,WB_RoL,WB_CoC
Friday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/30-12-2023/11241,2420,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-11-2023/11239,2422,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/30-12-2023/11241,2420,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/06-12-2023/11247,2417,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/30-12-2023/11238,2423,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Arrest ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-12-2023/11884,2424,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-12-2023/11238,2423,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/24-12-2023/11228,2425,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/24-12-2023/11229,2426,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/24-12-2023/11229,2426,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-12-2023/11230,2427,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Palestine,Killing ,Israeli Army ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-12-2023/11231,2428,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-12-2023/11232,2429,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/30-12-2023/11238,2423,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/26-12-2023/11232,2429,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Arrest ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-12-2023/11248,2430,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Lebanon,Fine ,Lebanese Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/28-12-2023/11233,2431,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-12-2023/11234,2432,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/28-12-2023/11234,2432,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Palestine,Destruction of Journalists' Homes ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/28-12-2023/11234,2432,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2023-12-12,Palestine,"Damage to Equipment 
Destruction of Journalists' Homes ",Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/27-12-2023/11235,2433,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Palestine,Destruction of Journalists' Homes ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/26-12-2023/11232,2429,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/23-12-2023/11248,2430,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-12-2023/11261,2434,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Damage to Equipment ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11249,2435,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Syria,Physical assault/Injuries ,Opposition Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-12-2023/11263,2436,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2023-12-12,Syria,Physical assault/Injuries ,Opposition Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-12-2023/11263,2436,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2023-12-12,Syria,Physical assault/Injuries ,Opposition Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-12-2023/11263,2436,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2023-12-12,Syria,Physical assault/Injuries ,Opposition Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-12-2023/11263,2436,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2023-12-12,Syria,Physical assault/Injuries ,Opposition Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-12-2023/11263,2436,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2023-12-12,Palestine,Killing ,Israeli Army ,Artist,Female,1.0,https://www.skeyesmedia.org/en/News/News/03-12-2023/11381,2437,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Syria,Physical assault/Injuries ,Opposition Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-12-2023/11263,2436,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2023-12-12,Palestine,Killing ,Israeli Army ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-12-2023/11383,2438,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-12-2023/11300,2439,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,"Physical assault/Injuries 
Targeting Journalists' Families ",Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-12-2023/11453,2440,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-12-2023/11453,2440,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Arrest ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-12-2023/11454,2441,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/25-12-2023/11479,2442,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-12-2023/11287,2443,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Palestine,Arrest ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-12-2023/11783,2444,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Syria,Detention ,Hayat Tahrir Al-Sham (HTS) ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-12-2023/11262,2445,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Friday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/16-12-2023/11261,2434,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/16-12-2023/11261,2434,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Damage to Equipment ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11249,2435,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-12-2023/11250,2446,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-12-2023/11250,2446,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-12-2023/11251,2447,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/31-12-2023/11252,2448,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Lebanon,Detention ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-12-2023/11253,2449,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/16-12-2023/11256,2450,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-12-2023/11257,2451,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,"Arrest 
Torture ",Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-12-2023/11258,2452,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-12-2023/11259,2453,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/28-12-2023/11259,2453,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/31-12-2023/11260,2454,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/31-12-2023/11260,2454,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Destruction of Journalists' Homes ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/31-12-2023/11260,2454,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-12-2023/11853,2455,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Damage to Equipment ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11249,2435,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-12-2023/11226,2456,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/23-12-2023/11224,2457,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/23-12-2023/11224,2457,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/08-12-2023/11148,2458,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/08-12-2023/11148,2458,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-12-2023/11148,2458,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/08-12-2023/11149,2459,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-12-2023/11109,2460,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11108,2461,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11108,2461,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11108,2461,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Arrest ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-11-2023/11106,2462,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2023-12-12,Palestine,"Detention 
Physical assault/Injuries ",Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-11-2023/11155,2463,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Killing ,Israeli Army ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-12-2023/11164,2464,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-12-2023/11165,2465,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/05-12-2023/11147,2466,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-12-2023/11166,2467,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/24-12-2023/11225,2468,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-12-2023/11167,2469,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,"Killing 
Targeting Journalists' Families ",Israeli Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/10-12-2023/11172,2470,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/10-12-2023/11172,2470,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-12-2023/11173,2471,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/10-12-2023/11174,2472,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-12-2023/11175,2473,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-12-2023/11175,2473,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-12-2023/11175,2473,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-12-2023/11176,2474,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/14-12-2023/11176,2474,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Physical assault/Injuries ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-12-2023/11177,2475,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/13-12-2023/11167,2469,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-12-2023/11178,2476,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/05-12-2023/11147,2466,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Jordan,Page/Website Shutdown ,Social Media Company ,Website/Page,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/10-12-2023/11146,2477,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Friday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11121,2478,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11121,2478,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Targeting Journalists' Families ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/04-12-2023/11112,2479,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/04-12-2023/11112,2479,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/04-12-2023/11112,2479,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Arrest ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-12-2023/11133,2480,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2023-12-12,Palestine,Arrest ,Israeli Army ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/08-12-2023/11133,2480,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11134,2481,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11134,2481,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11134,2481,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11135,2482,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11135,2482,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-12-2023/11147,2466,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Arrest ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11136,2483,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/02-12-2023/11137,2484,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2023-12-12,Palestine,Building Break-In/Attack Against Building ,Israeli Army ,Journalists' Home,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/03-12-2023/11111,2485,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2023-12-12,Palestine,Killing ,Israeli Army ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-12-2023/11140,2486,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2023-12-12,Palestine,Killing ,Israeli Army ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-12-2023/11141,2487,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
